TIME,WINDDIRECTION,AIRTEMPERATURE,RELATIVEHUMIDITY,PRESSURE,PRECIPITATION,WINDSPEED,DEWPOINT
2008-08-31 07:38:00.0,147.0,61.5,77.0,23.8,0.0,10.0,54.1
2008-08-31 07:39:00.0,145.0,61.4,76.0,23.8,0.0,10.0,53.9
2008-08-31 07:40:00.0,136.0,61.5,76.0,23.8,0.0,9.0,53.8
2008-08-31 07:41:00.0,136.0,61.5,75.0,23.8,0.0,9.0,53.5
2008-08-31 07:42:00.0,141.0,61.7,72.0,23.8,0.0,9.0,52.7
2008-08-31 07:43:00.0,141.0,61.9,71.0,23.8,0.0,9.0,52.4
2008-08-31 07:44:00.0,138.0,62.0,68.0,23.8,0.0,10.0,51.4
2008-08-31 07:45:00.0,136.0,62.1,68.0,23.8,0.0,10.0,51.4
2008-08-31 07:46:00.0,130.0,62.1,70.0,23.8,0.0,10.0,52.1
2008-08-31 07:47:00.0,131.0,62.0,70.0,23.8,0.0,9.0,52.1
2008-08-31 07:48:00.0,129.0,62.2,66.0,23.8,0.0,9.0,50.8
2008-08-31 07:49:00.0,122.0,62.2,67.0,23.8,0.0,10.0,51.2
2008-08-31 07:50:00.0,118.0,62.3,67.0,23.8,0.0,10.0,51.0
2008-08-31 07:51:00.0,109.0,62.2,68.0,23.8,0.0,10.0,51.3
2008-08-31 07:52:00.0,113.0,62.2,68.0,23.8,0.0,10.0,51.7
2008-08-31 07:53:00.0,112.0,62.1,68.0,23.8,0.0,9.0,51.4
2008-08-31 07:54:00.0,119.0,62.2,68.0,23.8,0.0,7.0,51.3
2008-08-31 07:55:00.0,120.0,62.3,67.0,23.8,0.0,7.0,51.2
2008-08-31 07:56:00.0,113.0,62.5,67.0,23.8,0.0,8.0,51.3
2008-08-31 07:57:00.0,106.0,62.6,66.0,23.8,0.0,10.0,51.1
2008-08-31 07:58:00.0,111.0,62.7,67.0,23.8,0.0,10.0,51.7
2008-08-31 07:59:00.0,109.0,62.6,68.0,23.8,0.0,10.0,51.8
2008-08-31 08:00:00.0,106.0,62.7,67.0,23.8,0.0,10.0,51.7
2008-08-31 08:01:00.0,104.0,62.8,68.0,23.8,0.0,12.0,51.9
2008-08-31 08:02:00.0,104.0,62.7,68.0,23.8,0.0,11.0,52.1
2008-08-31 08:03:00.0,105.0,62.8,69.0,23.8,0.0,10.0,52.4
2008-08-31 08:04:00.0,103.0,63.0,70.0,23.8,0.0,11.0,53.1
2008-08-31 08:05:00.0,101.0,62.9,69.0,23.8,0.0,12.0,52.7
2008-08-31 08:06:00.0,103.0,63.0,70.0,23.8,0.0,12.0,53.1
2008-08-31 08:07:00.0,104.0,63.1,70.0,23.8,0.0,12.0,53.1
2008-08-31 08:08:00.0,101.0,63.0,71.0,23.8,0.0,12.0,53.4
2008-08-31 08:09:00.0,106.0,62.9,72.0,23.8,0.0,11.0,53.8
2008-08-31 08:10:00.0,108.0,62.9,73.0,23.8,0.0,9.0,54.0
2008-08-31 08:11:00.0,107.0,62.9,74.0,23.8,0.0,9.0,54.3
2008-08-31 08:12:00.0,102.0,62.9,72.0,23.8,0.0,9.0,53.7
2008-08-31 08:13:00.0,104.0,62.8,73.0,23.8,0.0,8.0,53.9
2008-08-31 08:14:00.0,108.0,62.9,73.0,23.8,0.0,7.0,54.2
2008-08-31 08:15:00.0,105.0,63.0,73.0,23.8,0.0,6.0,54.1
2008-08-31 08:16:00.0,107.0,62.9,72.0,23.8,0.0,7.0,53.5
2008-08-31 08:17:00.0,99.0,62.9,73.0,23.8,0.0,8.0,54.1
2008-08-31 08:18:00.0,107.0,63.0,73.0,23.8,0.0,7.0,54.3
2008-08-31 08:19:00.0,110.0,62.9,72.0,23.8,0.0,9.0,53.9
2008-08-31 08:20:00.0,111.0,62.9,73.0,23.8,0.0,9.0,54.0
2008-08-31 08:21:00.0,111.0,62.9,73.0,23.8,0.0,9.0,54.3
2008-08-31 08:22:00.0,108.0,62.9,71.0,23.8,0.0,10.0,53.5
2008-08-31 08:23:00.0,108.0,62.8,70.0,23.8,0.0,10.0,52.9
2008-08-31 08:24:00.0,111.0,62.8,70.0,23.8,0.0,9.0,52.9
2008-08-31 08:25:00.0,114.0,62.9,70.0,23.8,0.0,9.0,53.0
2008-08-31 08:26:00.0,112.0,62.9,69.0,23.8,0.0,9.0,52.7
2008-08-31 08:27:00.0,113.0,62.9,70.0,23.8,0.0,8.0,53.1
2008-08-31 08:28:00.0,112.0,63.0,70.0,23.8,0.0,9.0,52.9
2008-08-31 08:29:00.0,113.0,62.9,71.0,23.8,0.0,8.0,53.5
2008-08-31 08:30:00.0,116.0,63.0,72.0,23.8,0.0,8.0,53.7
2008-08-31 08:31:00.0,115.0,63.1,72.0,23.8,0.0,8.0,53.7
2008-08-31 08:32:00.0,119.0,63.0,71.0,23.8,0.0,8.0,53.5
2008-08-31 08:33:00.0,121.0,63.0,72.0,23.8,0.0,7.0,53.9
2008-08-31 08:34:00.0,127.0,62.9,72.0,23.8,0.0,6.0,53.7
2008-08-31 08:35:00.0,124.0,62.7,71.0,23.8,0.0,6.0,53.2
2008-08-31 08:36:00.0,124.0,62.6,72.0,23.8,0.0,6.0,53.4
2008-08-31 08:37:00.0,121.0,62.4,70.0,23.8,0.0,7.0,52.6
2008-08-31 08:38:00.0,121.0,62.3,70.0,23.8,0.0,8.0,52.5
2008-08-31 08:39:00.0,120.0,62.3,71.0,23.8,0.0,8.0,52.7
2008-08-31 08:40:00.0,115.0,62.1,70.0,23.8,0.0,9.0,52.3
2008-08-31 08:41:00.0,125.0,62.1,71.0,23.8,0.0,7.0,52.6
2008-08-31 08:42:00.0,117.0,62.1,71.0,23.8,0.0,9.0,52.7
2008-08-31 08:43:00.0,118.0,62.0,70.0,23.8,0.0,8.0,52.1
2008-08-31 08:44:00.0,122.0,62.1,73.0,23.8,0.0,7.0,53.3
2008-08-31 08:45:00.0,112.0,62.0,72.0,23.8,0.0,9.0,52.9
2008-08-31 08:46:00.0,112.0,62.0,72.0,23.8,0.0,9.0,52.8
2008-08-31 08:47:00.0,121.0,61.9,73.0,23.8,0.0,8.0,53.1
2008-08-31 08:48:00.0,122.0,62.0,74.0,23.8,0.0,7.0,53.5
2008-08-31 08:49:00.0,122.0,62.1,74.0,23.8,0.0,7.0,53.6
2008-08-31 08:50:00.0,120.0,62.0,74.0,23.8,0.0,7.0,53.6
2008-08-31 08:51:00.0,118.0,62.0,74.0,23.8,0.0,6.0,53.4
2008-08-31 08:52:00.0,116.0,62.0,74.0,23.8,0.0,6.0,53.6
2008-08-31 08:53:00.0,119.0,62.0,75.0,23.8,0.0,5.0,53.8
2008-08-31 08:54:00.0,114.0,62.0,74.0,23.8,0.0,5.0,53.6
2008-08-31 08:55:00.0,111.0,62.0,75.0,23.8,0.0,6.0,53.9
2008-08-31 08:56:00.0,112.0,61.9,74.0,23.8,0.0,5.0,53.6
2008-08-31 08:57:00.0,109.0,62.0,73.0,23.8,0.0,5.0,53.4
2008-08-31 08:58:00.0,113.0,61.9,75.0,23.8,0.0,6.0,53.8
2008-08-31 08:59:00.0,116.0,61.9,74.0,23.8,0.0,5.0,53.6
2008-08-31 09:00:00.0,114.0,61.9,75.0,23.8,0.0,5.0,54.0
2008-08-31 09:01:00.0,110.0,62.0,75.0,23.8,0.0,6.0,54.1
2008-08-31 09:02:00.0,111.0,61.9,75.0,23.8,0.0,6.0,54.0
2008-08-31 09:03:00.0,109.0,61.9,76.0,23.8,0.0,7.0,54.2
2008-08-31 09:04:00.0,104.0,61.9,76.0,23.8,0.0,7.0,54.4
2008-08-31 09:05:00.0,104.0,61.7,76.0,23.8,0.0,7.0,54.2
2008-08-31 09:06:00.0,107.0,61.8,76.0,23.8,0.0,7.0,54.2
2008-08-31 09:07:00.0,112.0,61.7,77.0,23.8,0.0,7.0,54.4
2008-08-31 09:08:00.0,109.0,61.7,78.0,23.8,0.0,6.0,54.7
2008-08-31 09:09:00.0,110.0,61.6,78.0,23.8,0.0,6.0,54.6
2008-08-31 09:10:00.0,112.0,61.7,78.0,23.8,0.0,6.0,54.7
2008-08-31 09:11:00.0,108.0,61.6,78.0,23.8,0.0,6.0,54.8
2008-08-31 09:12:00.0,104.0,61.6,80.0,23.8,0.0,7.0,55.2
2008-08-31 09:13:00.0,100.0,61.6,80.0,23.8,0.0,7.0,55.4
2008-08-31 09:14:00.0,100.0,61.7,80.0,23.8,0.0,7.0,55.6
2008-08-31 09:15:00.0,99.0,61.6,80.0,23.8,0.0,7.0,55.4
2008-08-31 09:16:00.0,97.0,61.7,80.0,23.8,0.0,7.0,55.5
2008-08-31 09:17:00.0,94.0,61.7,80.0,23.8,0.0,8.0,55.3
2008-08-31 09:18:00.0,94.0,61.8,80.0,23.8,0.0,8.0,55.5
2008-08-31 09:19:00.0,98.0,61.7,80.0,23.8,0.0,7.0,55.3
2008-08-31 09:20:00.0,99.0,61.8,79.0,23.8,0.0,8.0,55.3
2008-08-31 09:21:00.0,100.0,61.8,78.0,23.8,0.0,7.0,54.8
2008-08-31 09:22:00.0,102.0,61.9,78.0,23.8,0.0,9.0,54.9
2008-08-31 09:23:00.0,104.0,61.8,78.0,23.8,0.0,7.0,55.0
2008-08-31 09:24:00.0,100.0,61.8,78.0,23.8,0.0,8.0,54.7
2008-08-31 09:25:00.0,96.0,62.0,77.0,23.8,0.0,9.0,54.8
2008-08-31 09:26:00.0,96.0,62.0,78.0,23.8,0.0,9.0,55.0
2008-08-31 09:27:00.0,101.0,62.1,78.0,23.8,0.0,9.0,55.1
2008-08-31 09:28:00.0,101.0,62.1,78.0,23.8,0.0,8.0,55.0
2008-08-31 09:29:00.0,103.0,62.1,78.0,23.8,0.0,8.0,55.0
2008-08-31 09:30:00.0,104.0,62.0,77.0,23.8,0.0,8.0,54.8
2008-08-31 09:31:00.0,107.0,62.0,77.0,23.8,0.0,8.0,54.8
2008-08-31 09:32:00.0,103.0,62.0,78.0,23.8,0.0,8.0,55.0
2008-08-31 09:33:00.0,104.0,62.1,77.0,23.8,0.0,8.0,54.9
2008-08-31 09:34:00.0,105.0,62.0,77.0,23.8,0.0,7.0,54.8
2008-08-31 09:35:00.0,106.0,62.1,78.0,23.8,0.0,8.0,55.0
2008-08-31 09:36:00.0,106.0,62.1,78.0,23.8,0.0,8.0,55.3
2008-08-31 09:37:00.0,107.0,61.9,79.0,23.8,0.0,8.0,55.2
2008-08-31 09:38:00.0,104.0,61.9,79.0,23.8,0.0,8.0,55.2
2008-08-31 09:39:00.0,102.0,61.9,79.0,23.8,0.0,9.0,55.3
2008-08-31 09:40:00.0,104.0,61.9,79.0,23.8,0.0,9.0,55.5
2008-08-31 09:41:00.0,103.0,61.8,80.0,23.8,0.0,9.0,55.4
2008-08-31 09:42:00.0,102.0,61.7,80.0,23.8,0.0,10.0,55.3
2008-08-31 09:43:00.0,103.0,61.7,79.0,23.8,0.0,9.0,55.1
2008-08-31 09:44:00.0,102.0,61.8,78.0,23.8,0.0,10.0,55.0
2008-08-31 09:45:00.0,102.0,61.8,78.0,23.8,0.0,10.0,55.0
2008-08-31 09:46:00.0,102.0,61.8,78.0,23.8,0.0,10.0,54.9
2008-08-31 09:47:00.0,102.0,61.8,78.0,23.8,0.0,10.0,54.9
2008-08-31 09:48:00.0,101.0,61.8,78.0,23.8,0.0,10.0,54.9
2008-08-31 09:49:00.0,101.0,61.9,79.0,23.8,0.0,9.0,55.2
2008-08-31 09:50:00.0,99.0,61.8,79.0,23.8,0.0,10.0,55.2
2008-08-31 09:51:00.0,96.0,61.8,79.0,23.8,0.0,10.0,55.3
2008-08-31 09:52:00.0,98.0,62.0,79.0,23.8,0.0,10.0,55.4
2008-08-31 09:53:00.0,98.0,62.1,79.0,23.8,0.0,10.0,55.6
2008-08-31 09:54:00.0,98.0,62.2,80.0,23.8,0.0,10.0,55.8
2008-08-31 09:55:00.0,97.0,62.2,80.0,23.8,0.0,10.0,55.9
2008-08-31 09:56:00.0,96.0,62.2,80.0,23.8,0.0,11.0,56.1
2008-08-31 09:57:00.0,96.0,62.3,80.0,23.8,0.0,11.0,56.2
2008-08-31 09:58:00.0,94.0,62.3,80.0,23.8,0.0,11.0,56.2
2008-08-31 09:59:00.0,93.0,62.4,80.0,23.8,0.0,11.0,56.1
2008-08-31 10:00:00.0,92.0,62.4,80.0,23.8,0.0,11.0,56.1
2008-08-31 10:01:00.0,92.0,62.5,80.0,23.8,0.0,11.0,56.3
2008-08-31 10:02:00.0,93.0,62.5,80.0,23.8,0.0,10.0,56.3
2008-08-31 10:03:00.0,94.0,62.4,80.0,23.8,0.0,10.0,56.3
2008-08-31 10:04:00.0,95.0,62.4,81.0,23.8,0.0,10.0,56.4
2008-08-31 10:05:00.0,95.0,62.3,81.0,23.8,0.0,10.0,56.4
2008-08-31 10:06:00.0,94.0,62.4,81.0,23.8,0.0,10.0,56.5
2008-08-31 10:07:00.0,95.0,62.5,81.0,23.8,0.0,10.0,56.6
2008-08-31 10:08:00.0,93.0,62.6,81.0,23.8,0.0,10.0,56.7
2008-08-31 10:09:00.0,93.0,62.5,81.0,23.8,0.0,10.0,56.6
2008-08-31 10:10:00.0,93.0,62.5,81.0,23.8,0.0,10.0,56.6
2008-08-31 10:11:00.0,92.0,62.5,81.0,23.8,0.0,11.0,56.6
2008-08-31 10:12:00.0,92.0,62.6,81.0,23.8,0.0,11.0,56.8
2008-08-31 10:13:00.0,93.0,62.6,81.0,23.8,0.0,10.0,56.8
2008-08-31 10:14:00.0,95.0,62.6,81.0,23.8,0.0,10.0,56.8
2008-08-31 10:15:00.0,96.0,62.5,81.0,23.8,0.0,11.0,56.7
2008-08-31 10:16:00.0,98.0,62.6,81.0,23.8,0.0,11.0,56.8
2008-08-31 10:17:00.0,97.0,62.5,82.0,23.8,0.0,12.0,56.8
2008-08-31 10:18:00.0,98.0,62.6,81.0,23.8,0.0,12.0,56.8
2008-08-31 10:19:00.0,98.0,62.6,81.0,23.8,0.0,12.0,56.8
2008-08-31 10:20:00.0,97.0,62.5,81.0,23.8,0.0,13.0,56.6
2008-08-31 10:21:00.0,96.0,62.5,81.0,23.8,0.0,13.0,56.6
2008-08-31 10:22:00.0,96.0,62.6,81.0,23.8,0.0,13.0,56.7
2008-08-31 10:23:00.0,95.0,62.7,81.0,23.8,0.0,13.0,56.7
2008-08-31 10:24:00.0,94.0,62.7,81.0,23.8,0.0,15.0,56.6
2008-08-31 10:25:00.0,93.0,62.8,80.0,23.8,0.0,16.0,56.6
2008-08-31 10:26:00.0,102.0,62.9,80.0,23.8,0.0,15.0,56.6
2008-08-31 10:27:00.0,111.0,63.0,79.0,23.8,0.0,15.0,56.3
2008-08-31 10:28:00.0,155.0,63.0,79.0,23.8,0.0,15.0,56.2
2008-08-31 10:29:00.0,268.0,63.1,78.0,23.8,0.0,17.0,56.0
2008-08-31 10:30:00.0,270.0,63.1,76.0,23.8,0.0,17.0,55.4
2008-08-31 10:31:00.0,271.0,63.3,75.0,23.8,0.0,17.0,55.2
2008-08-31 10:32:00.0,269.0,63.4,75.0,23.8,0.0,16.0,55.3
2008-08-31 10:33:00.0,267.0,63.6,74.0,23.8,0.0,15.0,55.2
2008-08-31 10:34:00.0,271.0,63.8,73.0,23.8,0.0,16.0,55.0
2008-08-31 10:35:00.0,274.0,63.9,73.0,23.8,0.0,15.0,55.0
2008-08-31 10:36:00.0,275.0,64.0,73.0,23.8,0.0,14.0,55.2
2008-08-31 10:37:00.0,277.0,64.0,74.0,23.8,0.0,14.0,55.4
2008-08-31 10:38:00.0,278.0,64.1,74.0,23.8,0.0,14.0,55.5
2008-08-31 10:39:00.0,278.0,64.0,74.0,23.8,0.0,14.0,55.5
2008-08-31 10:40:00.0,276.0,64.1,74.0,23.8,0.0,15.0,55.6
2008-08-31 10:41:00.0,276.0,64.0,74.0,23.8,0.0,15.0,55.5
2008-08-31 10:42:00.0,278.0,64.1,74.0,23.8,0.0,15.0,55.6
2008-08-31 10:43:00.0,277.0,64.1,74.0,23.8,0.0,16.0,55.7
2008-08-31 10:44:00.0,190.0,64.0,74.0,23.8,0.0,15.0,55.7
2008-08-31 10:45:00.0,81.0,64.0,74.0,23.8,0.0,15.0,55.7
2008-08-31 10:46:00.0,102.0,64.1,74.0,23.8,0.0,15.0,55.8
2008-08-31 10:47:00.0,81.0,64.0,74.0,23.8,0.0,15.0,55.7
2008-08-31 10:48:00.0,80.0,64.1,74.0,23.8,0.0,15.0,55.8
2008-08-31 10:49:00.0,80.0,64.1,75.0,23.8,0.0,16.0,55.9
2008-08-31 10:50:00.0,80.0,64.0,75.0,23.8,0.0,16.0,55.8
2008-08-31 10:51:00.0,81.0,64.0,75.0,23.8,0.0,16.0,55.8
2008-08-31 10:52:00.0,83.0,64.1,75.0,23.8,0.0,16.0,55.9
2008-08-31 10:53:00.0,82.0,64.0,75.0,23.8,0.0,15.0,55.8
2008-08-31 10:54:00.0,86.0,64.0,75.0,23.8,0.0,17.0,55.8
2008-08-31 10:55:00.0,86.0,64.0,75.0,23.8,0.0,17.0,55.8
2008-08-31 10:56:00.0,121.0,64.1,75.0,23.8,0.0,14.0,55.9
2008-08-31 10:57:00.0,241.0,64.0,75.0,23.8,0.0,14.0,55.8
2008-08-31 10:58:00.0,272.0,63.9,75.0,23.8,0.0,17.0,55.7
2008-08-31 10:59:00.0,268.0,64.0,75.0,23.8,0.0,17.0,55.8
2008-08-31 11:00:00.0,272.0,63.9,75.0,23.8,0.0,17.0,55.8
2008-08-31 11:01:00.0,272.0,63.9,75.0,23.8,0.0,17.0,55.8
2008-08-31 11:02:00.0,272.0,63.9,75.0,23.8,0.0,17.0,55.8
2008-08-31 11:03:00.0,273.0,63.8,75.0,23.8,0.0,17.0,55.7
2008-08-31 11:04:00.0,272.0,63.8,75.0,23.8,0.0,17.0,55.8
2008-08-31 11:05:00.0,269.0,63.7,75.0,23.8,0.0,17.0,55.7
2008-08-31 11:06:00.0,269.0,63.7,75.0,23.8,0.0,17.0,55.8
2008-08-31 11:07:00.0,270.0,63.6,75.0,23.8,0.0,17.0,55.7
2008-08-31 11:08:00.0,270.0,63.6,76.0,23.8,0.0,18.0,55.7
2008-08-31 11:09:00.0,181.0,0.0,76.0,23.8,0.0,13.0,0.0
2008-08-31 11:10:00.0,203.0,63.5,76.0,23.8,0.0,15.0,55.7
2008-08-31 11:11:00.0,201.0,63.5,76.0,23.8,0.0,14.0,55.8
2008-08-31 11:12:00.0,85.0,63.4,76.0,23.8,0.0,16.0,55.8
2008-08-31 11:13:00.0,89.0,63.4,76.0,23.8,0.0,17.0,55.9
2008-08-31 11:14:00.0,93.0,63.3,77.0,23.8,0.0,15.0,55.9
2008-08-31 11:15:00.0,95.0,63.2,77.0,23.8,0.0,13.0,55.9
2008-08-31 11:16:00.0,96.0,63.0,78.0,23.8,0.0,13.0,55.9
2008-08-31 11:17:00.0,97.0,62.8,78.0,23.8,0.0,13.0,55.8
2008-08-31 11:18:00.0,97.0,62.7,78.0,23.8,0.0,13.0,55.6
2008-08-31 11:19:00.0,96.0,62.5,78.0,23.8,0.0,13.0,55.6
2008-08-31 11:20:00.0,98.0,62.3,79.0,23.8,0.0,14.0,55.6
2008-08-31 11:21:00.0,95.0,62.2,79.0,23.8,0.0,14.0,55.6
2008-08-31 11:22:00.0,98.0,62.1,79.0,23.8,0.0,14.0,55.6
2008-08-31 11:23:00.0,96.0,62.0,79.0,23.8,0.0,14.0,55.5
2008-08-31 11:24:00.0,96.0,62.0,80.0,23.8,0.0,14.0,55.7
2008-08-31 11:25:00.0,97.0,62.0,79.0,23.8,0.0,14.0,55.5
2008-08-31 11:26:00.0,96.0,61.8,80.0,23.8,0.0,14.0,55.4
2008-08-31 11:27:00.0,98.0,61.8,81.0,23.8,0.0,14.0,55.8
2008-08-31 11:28:00.0,97.0,61.8,80.0,23.8,0.0,14.0,55.7
2008-08-31 11:29:00.0,96.0,61.7,81.0,23.8,0.0,14.0,55.7
2008-08-31 11:30:00.0,99.0,61.6,81.0,23.8,0.0,13.0,55.8
2008-08-31 11:31:00.0,102.0,61.6,82.0,23.8,0.0,13.0,56.0
2008-08-31 11:32:00.0,102.0,61.6,82.0,23.8,0.0,13.0,56.0
2008-08-31 11:33:00.0,101.0,61.5,82.0,23.8,0.0,13.0,55.9
2008-08-31 11:34:00.0,101.0,61.5,82.0,23.8,0.0,13.0,55.9
2008-08-31 11:35:00.0,101.0,61.5,82.0,23.8,0.0,13.0,55.9
2008-08-31 11:36:00.0,100.0,61.5,82.0,23.8,0.0,13.0,56.0
2008-08-31 11:37:00.0,98.0,61.5,82.0,23.8,0.0,13.0,56.0
2008-08-31 11:38:00.0,99.0,61.4,82.0,23.8,0.0,13.0,56.0
2008-08-31 11:39:00.0,99.0,61.5,82.0,23.8,0.0,13.0,56.1
2008-08-31 11:40:00.0,101.0,61.5,82.0,23.8,0.0,12.0,56.1
2008-08-31 11:41:00.0,101.0,61.4,82.0,23.8,0.0,13.0,55.9
2008-08-31 11:42:00.0,101.0,61.4,82.0,23.8,0.0,13.0,55.9
2008-08-31 11:43:00.0,100.0,61.5,82.0,23.8,0.0,13.0,56.1
2008-08-31 11:44:00.0,99.0,61.5,82.0,23.8,0.0,13.0,56.1
2008-08-31 11:45:00.0,99.0,61.4,82.0,23.8,0.0,13.0,55.9
2008-08-31 11:46:00.0,98.0,61.5,82.0,23.8,0.0,13.0,56.0
2008-08-31 11:47:00.0,96.0,61.5,82.0,23.8,0.0,14.0,56.0
2008-08-31 11:48:00.0,96.0,61.5,82.0,23.8,0.0,14.0,56.0
2008-08-31 11:49:00.0,96.0,61.5,82.0,23.8,0.0,14.0,55.9
2008-08-31 11:50:00.0,96.0,61.5,82.0,23.8,0.0,14.0,56.0
2008-08-31 11:51:00.0,97.0,61.5,82.0,23.8,0.0,13.0,56.1
2008-08-31 11:52:00.0,98.0,61.5,82.0,23.8,0.0,13.0,56.1
2008-08-31 11:53:00.0,96.0,61.4,82.0,23.8,0.0,13.0,55.9
2008-08-31 11:54:00.0,95.0,61.5,82.0,23.8,0.0,14.0,56.1
2008-08-31 11:55:00.0,95.0,61.5,82.0,23.8,0.0,14.0,56.1
2008-08-31 11:56:00.0,95.0,61.4,83.0,23.8,0.0,14.0,56.1
2008-08-31 11:57:00.0,95.0,61.5,83.0,23.8,0.0,14.0,56.2
2008-08-31 11:58:00.0,95.0,61.4,83.0,23.8,0.0,14.0,56.1
2008-08-31 11:59:00.0,95.0,61.3,83.0,23.8,0.0,14.0,56.0
2008-08-31 12:00:00.0,97.0,61.4,82.0,23.8,0.0,14.0,55.9
2008-08-31 12:01:00.0,100.0,61.4,82.0,23.8,0.0,13.0,55.9
2008-08-31 12:02:00.0,101.0,61.4,83.0,23.8,0.0,13.0,56.1
2008-08-31 12:03:00.0,99.0,61.4,83.0,23.8,0.0,14.0,56.1
2008-08-31 12:04:00.0,95.0,61.4,82.0,23.8,0.0,15.0,56.0
2008-08-31 12:05:00.0,93.0,61.4,82.0,23.8,0.0,15.0,55.8
2008-08-31 12:06:00.0,92.0,61.5,81.0,23.8,0.0,16.0,55.7
2008-08-31 12:07:00.0,92.0,61.5,81.0,23.8,0.0,16.0,55.7
2008-08-31 12:08:00.0,93.0,61.5,81.0,23.8,0.0,15.0,55.6
2008-08-31 12:09:00.0,96.0,61.6,81.0,23.8,0.0,15.0,55.8
2008-08-31 12:10:00.0,97.0,61.5,82.0,23.8,0.0,15.0,55.8
2008-08-31 12:11:00.0,100.0,61.6,82.0,23.8,0.0,15.0,56.1
2008-08-31 12:12:00.0,100.0,61.4,82.0,23.8,0.0,15.0,56.0
2008-08-31 12:13:00.0,100.0,61.4,82.0,23.8,0.0,15.0,56.0
2008-08-31 12:14:00.0,102.0,61.4,83.0,23.8,0.0,15.0,56.2
2008-08-31 12:15:00.0,101.0,61.3,83.0,23.8,0.0,14.0,56.0
2008-08-31 12:16:00.0,100.0,61.3,82.0,23.8,0.0,14.0,55.9
2008-08-31 12:17:00.0,100.0,61.3,82.0,23.8,0.0,14.0,55.8
2008-08-31 12:18:00.0,101.0,61.4,82.0,23.8,0.0,13.0,55.9
2008-08-31 12:19:00.0,101.0,61.3,82.0,23.8,0.0,13.0,55.8
2008-08-31 12:20:00.0,100.0,61.4,82.0,23.8,0.0,13.0,55.8
2008-08-31 12:21:00.0,100.0,61.3,82.0,23.8,0.0,13.0,55.7
2008-08-31 12:22:00.0,96.0,61.4,82.0,23.8,0.0,14.0,55.8
